,rewire_prob,Run,infection_list,num_nodes,avg_node_degree,initial_outbreak_size,threshold
264,0.3,264,"    Infected  Susceptible
0          9          991
1         13          987
2         16          984
3         18          982
4         21          979
5         22          978
6         23          977
7         26          974
8         29          971
9         30          970
10        31          969
11        34          966
12        36          964
13        39          961
14        43          957
15        48          952
16        59          941
17        72          928
18        94          906
19       120          880
20       169          831
21       260          740
22       457          543
23       790          210
24       996            4
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
265,0.3,265,"    Infected  Susceptible
0         11          989
1         15          985
2         21          979
3         30          970
4         48          952
5         64          936
6         82          918
7        103          897
8        147          853
9        226          774
10       378          622
11       654          346
12       925           75
13       999            1
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
266,0.3,266,"    Infected  Susceptible
0          9          991
1         14          986
2         19          981
3         24          976
4         27          973
5         31          969
6         34          966
7         38          962
8         46          954
9         54          946
10        65          935
11        86          914
12       117          883
13       168          832
14       271          729
15       468          532
16       782          218
17       977           23
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
267,0.3,267,"    Infected  Susceptible
0          7          993
1         12          988
2         17          983
3         23          977
4         30          970
5         37          963
6         47          953
7         60          940
8         79          921
9        109          891
10       156          844
11       227          773
12       371          629
13       600          400
14       895          105
15       995            5
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
268,0.3,268,"    Infected  Susceptible
0          7          993
1          9          991
2         11          989
3         13          987
4         14          986
5         16          984
6         17          983
7         18          982
8         19          981
9         19          981
10        19          981
11        19          981
12        19          981
13        19          981
14        19          981
15        19          981
16        19          981
17        19          981
18        19          981
19        19          981
20        19          981
21        19          981
22        19          981
23        19          981
24        19          981
25        19          981
26        19          981
27        19          981
28        19          981
29        19          981
30        19          981
31        19          981
32        19          981
33        19          981
34        19          981
35        19          981
36        19          981
37        19          981
38        19          981
39        19          981
40        19          981
41        19          981
42        19          981
43        19          981
44        19          981
45        19          981
46        19          981
47        19          981
48        19          981
49        19          981
50        19          981",1000,8,1,2
269,0.3,269,"    Infected  Susceptible
0         11          989
1         16          984
2         20          980
3         25          975
4         30          970
5         34          966
6         39          961
7         47          953
8         61          939
9         76          924
10       102          898
11       146          854
12       221          779
13       350          650
14       572          428
15       882          118
16       997            3
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
270,0.3,270,"    Infected  Susceptible
0          9          991
1         15          985
2         24          976
3         35          965
4         45          955
5         58          942
6         75          925
7         96          904
8        123          877
9        162          838
10       233          767
11       363          637
12       621          379
13       930           70
14       999            1
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
271,0.3,271,"    Infected  Susceptible
0          8          992
1         13          987
2         18          982
3         24          976
4         29          971
5         35          965
6         41          959
7         46          954
8         53          947
9         62          938
10        70          930
11        85          915
12       107          893
13       146          854
14       216          784
15       351          649
16       574          426
17       878          122
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
272,0.3,272,"    Infected  Susceptible
0         10          990
1         15          985
2         19          981
3         25          975
4         36          964
5         47          953
6         59          941
7         75          925
8         92          908
9        122          878
10       163          837
11       231          769
12       368          632
13       641          359
14       938           62
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
273,0.3,273,"    Infected  Susceptible
0          8          992
1         14          986
2         24          976
3         34          966
4         47          953
5         59          941
6         78          922
7        100          900
8        136          864
9        199          801
10       324          676
11       533          467
12       814          186
13       973           27
14       998            2
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
274,0.3,274,"    Infected  Susceptible
0          8          992
1         13          987
2         20          980
3         25          975
4         31          969
5         36          964
6         43          957
7         51          949
8         62          938
9         75          925
10        89          911
11       113          887
12       148          852
13       207          793
14       323          677
15       551          449
16       857          143
17       992            8
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
275,0.3,275,"    Infected  Susceptible
0          9          991
1         14          986
2         24          976
3         35          965
4         44          956
5         53          947
6         65          935
7         82          918
8        104          896
9        142          858
10       218          782
11       376          624
12       653          347
13       931           69
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
276,0.3,276,"    Infected  Susceptible
0          9          991
1         13          987
2         16          984
3         21          979
4         25          975
5         29          971
6         36          964
7         43          957
8         49          951
9         56          944
10        66          934
11        82          918
12       123          877
13       178          822
14       280          720
15       471          529
16       764          236
17       984           16
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
277,0.3,277,"    Infected  Susceptible
0         10          990
1         15          985
2         19          981
3         25          975
4         33          967
5         43          957
6         52          948
7         63          937
8         77          923
9         99          901
10       133          867
11       189          811
12       285          715
13       455          545
14       710          290
15       946           54
16       999            1
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
278,0.3,278,"    Infected  Susceptible
0          9          991
1         16          984
2         21          979
3         26          974
4         31          969
5         37          963
6         46          954
7         59          941
8         75          925
9         89          911
10       110          890
11       149          851
12       221          779
13       350          650
14       599          401
15       891          109
16       996            4
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
279,0.3,279,"    Infected  Susceptible
0          8          992
1         15          985
2         20          980
3         26          974
4         30          970
5         34          966
6         39          961
7         44          956
8         51          949
9         57          943
10        72          928
11        89          911
12       114          886
13       162          838
14       250          750
15       406          594
16       664          336
17       935           65
18       996            4
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
280,0.35,280,"    Infected  Susceptible
0         10          990
1         13          987
2         16          984
3         21          979
4         26          974
5         31          969
6         38          962
7         49          951
8         58          942
9         69          931
10        85          915
11       113          887
12       148          852
13       218          782
14       370          630
15       682          318
16       957           43
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
281,0.35,281,"    Infected  Susceptible
0          8          992
1         13          987
2         19          981
3         29          971
4         40          960
5         60          940
6         84          916
7        120          880
8        192          808
9        297          703
10       508          492
11       813          187
12       990           10
13      1000            0
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
282,0.35,282,"    Infected  Susceptible
0          7          993
1         13          987
2         16          984
3         20          980
4         26          974
5         34          966
6         37          963
7         42          958
8         53          947
9         66          934
10        84          916
11       121          879
12       184          816
13       288          712
14       529          471
15       879          121
16       997            3
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
283,0.35,283,"    Infected  Susceptible
0          9          991
1         14          986
2         18          982
3         23          977
4         29          971
5         36          964
6         43          957
7         50          950
8         59          941
9         75          925
10        99          901
11       149          851
12       223          777
13       376          624
14       665          335
15       966           34
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
284,0.35,284,"    Infected  Susceptible
0          8          992
1         11          989
2         14          986
3         19          981
4         25          975
5         30          970
6         38          962
7         48          952
8         62          938
9         85          915
10       125          875
11       197          803
12       325          675
13       578          422
14       901           99
15       994            6
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
285,0.35,285,"    Infected  Susceptible
0          7          993
1         12          988
2         17          983
3         20          980
4         23          977
5         25          975
6         26          974
7         28          972
8         30          970
9         32          968
10        36          964
11        39          961
12        44          956
13        52          948
14        65          935
15        83          917
16       100          900
17       130          870
18       169          831
19       247          753
20       395          605
21       682          318
22       966           34
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
286,0.35,286,"    Infected  Susceptible
0          9          991
1         14          986
2         17          983
3         22          978
4         25          975
5         30          970
6         37          963
7         41          959
8         45          955
9         49          951
10        53          947
11        58          942
12        64          936
13        73          927
14        92          908
15       126          874
16       178          822
17       283          717
18       507          493
19       855          145
20       995            5
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
287,0.35,287,"    Infected  Susceptible
0         10          990
1         13          987
2         17          983
3         19          981
4         21          979
5         23          977
6         25          975
7         28          972
8         32          968
9         37          963
10        45          955
11        52          948
12        61          939
13        74          926
14       100          900
15       154          846
16       248          752
17       440          560
18       775          225
19       986           14
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
288,0.35,288,"    Infected  Susceptible
0          9          991
1         13          987
2         19          981
3         24          976
4         31          969
5         42          958
6         52          948
7         68          932
8         94          906
9        134          866
10       213          787
11       359          641
12       638          362
13       927           73
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
289,0.35,289,"    Infected  Susceptible
0         10          990
1         17          983
2         23          977
3         28          972
4         35          965
5         45          955
6         56          944
7         75          925
8        107          893
9        165          835
10       283          717
11       513          487
12       831          169
13       995            5
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
290,0.35,290,"    Infected  Susceptible
0          9          991
1         16          984
2         19          981
3         21          979
4         24          976
5         32          968
6         40          960
7         52          948
8         65          935
9         89          911
10       130          870
11       193          807
12       331          669
13       578          422
14       918           82
15       998            2
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
291,0.35,291,"    Infected  Susceptible
0          9          991
1         16          984
2         21          979
3         30          970
4         38          962
5         46          954
6         61          939
7         82          918
8        109          891
9        164          836
10       272          728
11       508          492
12       839          161
13       998            2
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
292,0.35,292,"    Infected  Susceptible
0         12          988
1         16          984
2         20          980
3         25          975
4         32          968
5         40          960
6         54          946
7         74          926
8        104          896
9        160          840
10       251          749
11       443          557
12       769          231
13       977           23
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
293,0.35,293,"    Infected  Susceptible
0          7          993
1         11          989
2         16          984
3         24          976
4         31          969
5         38          962
6         49          951
7         62          938
8         80          920
9        116          884
10       179          821
11       301          699
12       566          434
13       889          111
14       998            2
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
294,0.35,294,"    Infected  Susceptible
0         10          990
1         16          984
2         21          979
3         25          975
4         30          970
5         36          964
6         41          959
7         44          956
8         49          951
9         57          943
10        70          930
11        97          903
12       134          866
13       192          808
14       320          680
15       569          431
16       901           99
17       997            3
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
295,0.35,295,"    Infected  Susceptible
0          9          991
1         15          985
2         21          979
3         29          971
4         39          961
5         53          947
6         71          929
7         94          906
8        134          866
9        201          799
10       308          692
11       527          473
12       848          152
13       993            7
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
296,0.35,296,"    Infected  Susceptible
0          7          993
1         13          987
2         20          980
3         31          969
4         42          958
5         56          944
6         78          922
7        117          883
8        173          827
9        271          729
10       480          520
11       809          191
12       990           10
13      1000            0
14      1000            0
15      1000            0
16      1000            0
17      1000            0
18      1000            0
19      1000            0
20      1000            0
21      1000            0
22      1000            0
23      1000            0
24      1000            0
25      1000            0
26      1000            0
27      1000            0
28      1000            0
29      1000            0
30      1000            0
31      1000            0
32      1000            0
33      1000            0
34      1000            0
35      1000            0
36      1000            0
37      1000            0
38      1000            0
39      1000            0
40      1000            0
41      1000            0
42      1000            0
43      1000            0
44      1000            0
45      1000            0
46      1000            0
47      1000            0
48      1000            0
49      1000            0
50      1000            0",1000,8,1,2
